composite_key,supplier_number_name,supplier_key,supplier_name,coupa_name,coupa_supplier_id,coupa_supplier_number,coupa_supplier_name,coupa_created_at,coupa_created_by,coupa_updated_at,coupa_updated_by,coupa_supplier_commodity,coupa_tax_id,coupa_primary_contact_email,coupa_primary_contact_phone_work,coupa_primary_pontact_phone_mobile,coupa_primary_contact_phone_fax,coupa_primary_contact_first_name,coupa_primary_contact_last_name,coupa_primary_address_street1,coupa_primary_address_street2,coupa_primary_address_city,coupa_primary_address_state,coupa_primary_address_postal_code,coupa_primary_address_country,coupa_vat_id,coupa_primary_address_tax_country,coupa_invoice_matching_level,coupa_po_method,coupa_po_change_method,coupa_po_email,coupa_supplier_payment_terms_code,coupa_supplier_payment_terms,coupa_supplier_shipping_terms_code,coupa_supplier_shipping_terms,coupa_vendor_account_group,coupa_supplier_owner,coupa_preferred_supplier,coupa_parent_company_supplier_number,coupa_content_groups,coupa_parent_company_id,coupa_parent_company_name,coupa_supplier_tag,moodys_bvd_id,moodys_company_name,moodys_status,moodys_closing_date_last_avail_year,moodys_nom_last_avail_year,moodys_financial_risk,moodys_last_closing_year
MOODYS_DK21836400-COUPA_38063,38063 - WPP MEDIA DENMARK A/S - DO NOT USE (INSTEAD: 1431150),38063,WPP MEDIA DENMARK A/S - DO NOT USE (INSTEAD: 1431150),38063,221590,38063,WPP MEDIA DENMARK A/S - DO NOT USE (INSTEAD: 1431150),2021-04-08 21:12:52,KKML,2026-01-04 15:08:08,sftp_integration@coupa.com,DTC Media,DK21836400,kristian.baek@wmglobal.com,Moody's supplier,Moody's supplier,Moody's supplier,Kristian,Baek-Mikkelsen,HOLMBLADSGADE 133,Moody's supplier,COPENHAGEN,Moody's supplier,2300,DK,DK21836400,DK,3-way,email,email,KRISTIAN.BAEK@WMGLOBAL.COM,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0322 NN Health Care CH;0438 Novo Nordisk Denmark A/S DK;0322 NN Health Care CH Purchasing;0438 Novo Nordisk Denmark A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DK21836400,Wavemaker A/S,Dissolved (merger or take-over),2024-12-31,12,Do not source,2024
MOODYS_DK39656795-COUPA_158214,158214 - AVISTA GREEN APS ,158214,AVISTA GREEN APS ,158214,309490,158214,AVISTA GREEN APS ,2023-02-10 06:33:28,RSRV,2024-06-27 15:33:11,sftp_integration@coupa.com,Waste Management,DK39656795,nm@avistagreen.dk,Moody's supplier,Moody's supplier,Moody's supplier,Niels,Mathiesen,6 JUELSMINDEVEJ,Moody's supplier,KALUNDBORG,Moody's supplier,4400,DK,DK39656795,DK,3-way,email,email,bogholderi@avistagreen.dk,L030,L030 Current Month + 30 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DK39656795,AVISTA Green ApS,Active,2024-12-31,12,Go ahead,2024
MOODYS_FR877815522-COUPA_1389576,1389576 - INNOVHEM ,1389576,INNOVHEM ,1389576,320875,1389576,INNOVHEM ,2023-04-25 15:09:09,VTGL,2025-07-12 08:54:04,sftp_integration@coupa.com,Other Clinical Services,FR77877815522,marie.cambot@innovhem.life,Moody's supplier,Moody's supplier,Moody's supplier,Marie,Cambot,4 RUE PIERRE FONTAINE,Moody's supplier,EVRY-COURCOURONNES,Moody's supplier,91000,FR,FR77877815522,FR,3-way,email,email,marie.cambot@innovhem.life,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,FR877815522,Innovhem,Active,2024-12-31,12,Do not source,2024
MOODYS_FR315062752-COUPA_156593,156593 - GEODIS CL ILE DE FRANCE ,156593,GEODIS CL ILE DE FRANCE ,156593,280332,156593,GEODIS CL ILE DE FRANCE ,2022-07-21 15:04:47,ZLAS,2025-12-29 09:41:50,sftp_integration@coupa.com,Other Warehousing,FR92315062752,jean-pascal.bourgeois@geodis.com,Moody's supplier,Moody's supplier,Moody's supplier,Jean Pascal,Bourgeois,ESPACE SEINE,Moody's supplier,LEVALLOIS-PERRET,Moody's supplier,92300,FR,FR92315062752,FR,3-way,email,email,JEAN-PASCAL.BOURGEOIS@GEODIS.COM,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,FR315062752,Geodis CL ILE de France,Active,2024-12-31,12,Go ahead,2024
MOODYS_BE0401304737-COUPA_158178,158178 - ENESTIA BELGIUM NV TRADING AS SHARP PACKAGING SOLUTIONS,158178,ENESTIA BELGIUM NV TRADING AS SHARP PACKAGING SOLUTIONS,158178,323652,158178,ENESTIA BELGIUM NV TRADING AS SHARP PACKAGING SOLUTIONS,2023-05-17 05:18:47,OMGR,2025-09-11 14:27:06,sftp_integration@coupa.com,Other Drug Product Manufacturing Services,BE0401304737,Geert.Masschelein@sharpserviceseu.com,Moody's supplier,Moody's supplier,Moody's supplier,Geert,Masschelein,KLÖCKNERSTRAAT 1,Moody's supplier,HAMONT-ACHEL,Moody's supplier,3930,BE,BE0401304737,BE,3-way,email,email,CUSTOMERCARE.BE@SHARPSERVICESEU.COM,F045,F045 Invoice Date + 45 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,BE0401304737,Enestia Belgium,Active,2024-12-31,12,Go ahead,2024
MOODYS_DK26207207-COUPA_165550,165550 - JORTON A/S ,165550,JORTON A/S ,165550,504728,165550,JORTON A/S ,2025-12-10 17:19:29,KEKD,2025-12-19 15:00:05,System Management,Steel,DK26207207,sfh@jorton.dk,Moody's supplier,Moody's supplier,Moody's supplier,Steffen,Hjære,ROBERT FULTONS VEJ 16,Moody's supplier,AARHUS N,Moody's supplier,8200,DK,DK26207207,DK,3-way,email,email,FAKTURA@JORTON.DK,F045,F045 Invoice Date + 45 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DK26207207,Jorton A/S,Active,2024-12-31,12,Do not source,2024
MOODYS_GB07195160-COUPA_52718,52718 - COGNIZANT WORLDWIDE LIMITED ,52718,COGNIZANT WORLDWIDE LIMITED ,52718,162946,52718,COGNIZANT WORLDWIDE LIMITED ,2019-11-19 09:57:57,IDMU,2026-02-17 20:08:37,sftp_integration@coupa.com,Other Clinical Services,GB123382928,SureshRajan.Ponnurangam@cognizant.com,Moody's supplier,Moody's supplier,Moody's supplier,Suresh,Rajan,280 BISHOPSGATE,Moody's supplier,LONDON,LO,LO 2M 4AG,GB,GB123382928,GB,3-way,email,email,CTSNNBILLING@COGNIZANT.COM,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0001 NN Switzerland CH;0003 NN Pharma GmbH DE;0031 NN Japan KFA JP;0083 NN Brazil BR;0322 NN Health Care CH;0421 NN US Bio Prod. US;0438 Novo Nordisk Denmark A/S DK;0439 NNRDUS Inc. US;0001 NN Switzerland CH Purchasing;0003 NN Pharma GmbH DE Purchasing;0083 NN Brazil BR Purchasing;0322 NN Health Care CH Purchasing;0421 NN US Bio Prod. US Purchasing;0439 NNRDUS Inc. US Purchasing ;0031 NN Japan HQ JP;0031 NN Japan HQ JP Purchasing;0438 Novo Nordisk Denmark A/S DK Purchasing,Moody's supplier,Moody's supplier,IFP,GB07195160,Cognizant Worldwide Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB06751239-COUPA_43439,43439 - CHARGEPOINT TECHNOLOGY LIMITED ,43439,CHARGEPOINT TECHNOLOGY LIMITED ,43439,171173,43439,CHARGEPOINT TECHNOLOGY LIMITED ,2020-01-24 09:01:22,MQSZ,2025-12-29 09:43:09,KBPI,Valves,GB100108103,aftercare@thechargepoint.com,Moody's supplier,Moody's supplier,Moody's supplier,Jodie,McKie,58 EVANS ROAD,Moody's supplier,LIVERPOOL,Moody's supplier,L24 9PB,GB,GB100108103,GB,3-way,email,email,yqac@novonordisk.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,SLOB,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,GB06751239,Chargepoint Technology Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB02619610-COUPA_1381366,1381366 - PRESCIENT HEALTHCARE GROUP LIMITED ,1381366,PRESCIENT HEALTHCARE GROUP LIMITED ,1381366,296740,1381366,PRESCIENT HEALTHCARE GROUP LIMITED ,2022-10-28 00:41:56,YZXA,2025-10-18 10:17:00,sftp_integration@coupa.com,Moody's supplier,GB538838890,josh.roche@strategicnorth.com,Moody's supplier,Moody's supplier,Moody's supplier,Josh,Roche,"CP HOUSE, 97 107 UXBRIDGE ROAD",Moody's supplier,LONDON,Moody's supplier,W5 5TL,GB,GB538838890,GB,3-way,email,email,PURCHASEORDERS@PRESCIENTHG.COM,F060,F060 Invoice Date + 60 days,EXW,EXW Ex works,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GB02619610,Prescient Healthcare Group (UK) Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_DK43126261-COUPA_157910,157910 - CYTIVA DENMARK APS ,157910,CYTIVA DENMARK APS ,157910,314839,157910,CYTIVA DENMARK APS ,2023-03-18 14:39:10,JSRN,2025-12-29 09:40:41,sftp_integration@coupa.com,Moody's supplier,DK43126261,ecommerce.DK@cytiva.com,Moody's supplier,Moody's supplier,Moody's supplier,eCommerce,Team,ÅKANDEVEJ 21,Moody's supplier,BRØNSHØJ,Moody's supplier,2700,DK,DK43126261,DK,3-way,email,email,OrderDK@cytiva.com,F030,F030 Invoice Date + 30 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0073 NN Montes Claros MOC BR;0074 NN Pharmatech DK;0073 NN Montes Claros MOC BR Purchasing;0074 NN Pharmatech DK Purchasing;0497 NN Manufacturing US;0497 NN Manufacturing US Purchasing;0498 NN Italian Holding IT;0498 NN Italian Holding IT Purchasing;0490 Catalent Indiana US;0491 Catalent Anagni IT,Moody's supplier,Moody's supplier,SSIMS,DK43126261,Cytiva Denmark ApS,Active,2024-12-31,12,Go ahead,2024
MOODYS_DK43317644-COUPA_156401,156401 - HUMATURITY APS ,156401,HUMATURITY APS ,156401,278150,156401,HUMATURITY APS ,2022-07-06 10:14:52,AIZE,2026-01-16 10:49:26,sftp_integration@coupa.com,Moody's supplier,DK43317644,henrik@humaturity.com,Moody's supplier,Moody's supplier,Moody's supplier,Henrik,Brask,"BROBERGSGADE 14, 3.",Moody's supplier,COPENHAGEN K,Moody's supplier,1427,DK,DK43317644,DK,3-way,email,email,hello@humaturity.com,F030,F030 Invoice Date + 30 days,CPT,CPT Carriage paid,NNLE,LSVD,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing;0084 Clayton US;0084 Clayton US Purchasing;0349 NN Slovakia SK;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0001 NN Switzerland CH;0003 NN Pharma GmbH DE;0004 NN South Africa ZA;0007 NN Norway NO;0008 NN Sweden SE;0009 NN Finland FI;0012 NN Pharma SA ES;0013 NN Austria AT;0014 NN B.V. NL;0018 NN Limited GB;0024 NN Ireland IE;0030 NN Turkey TR;0032 NN Italy IT;0036 NN Canada CA;0038 NN Portugal PT;0039 NN Australia AU;0046 NN Philippines PH;0047 NN Thailand TH;0054 NN Indonesia ID;0058 Aldaph SPA DZ;0059 NN France Sales FR;0073 NN Montes Claros MOC BR;0074 NN Pharmatech DK;0081 NN Egypt EG;0082 NN New Zealand NZ;0083 NN Brazil BR;0088 NN India IN;0091 NN Singapore SG;0095 NN Czech Rep. CZ;0097 NN Israel IL;0098 NN Argentina AR;0101 NN Malaysia MY;0303 NN Mexico MX;0322 NN Health Care CH;0338 NN Tunisie SARL TN;0340 NN Chile CL;0341 NN Colombia SAS CO;0343 NN Pharma S.A.S MA;0354 NN Serbia and Montenegro RS;0355 NN Pharma Gulf AE;0357 NN Pakistan PK;0358 NN Bangladesh BD;0364 UAB Novo Nordisk Pharma LT;0366 NN Lebanon LB;0367 NovoNordisk Pharma LTD NG NG;0369 NN Oper (BAOS) MY;0421 NN US Bio Prod. US;0439 NNRDUS Inc. US;0001 NN Switzerland CH Purchasing;0003 NN Pharma GmbH DE Purchasing;0007 NN Norway NO Purchasing;0008 NN Sweden SE Purchasing;0009 NN Finland FI Purchasing;0012 NN Pharma SA ES Purchasing;0013 NN Austria AT Purchasing;0014 NN B.V. NL Purchasing;0024 NN Ireland IE Purchasing;0030 NN Turkey TR Purchasing;0036 NN Canada CA Purchasing;0038 NN Portugal PT Purchasing;0046 NN Philippines PH Purchasing;0047 NN Thailand TH Purchasing;0054 NN Indonesia ID Purchasing;0073 NN Montes Claros MOC BR Purchasing;0083 NN Brazil BR Purchasing;0088 NN India IN Purchasing;0091 NN Singapore SG Purchasing;0098 NN Argentina AR Purchasing;0101 NN Malaysia MY Purchasing;0303 NN Mexico MX Purchasing;0322 NN Health Care CH Purchasing;0340 NN Chile CL Purchasing;0341 NN Colombia SAS CO Purchasing;0358 NN Bangladesh BD Purchasing;0369 NN Oper (BAOS) MY Purchasing;0421 NN US Bio Prod. US Purchasing;0439 NNRDUS Inc. US Purchasing ;0417 NN Sri Lanka LK;0424 NN Research Ctr Indiana US;0428 NN Panama S.A. PA;0436 NN Kenya Ltd KE;0478 NN Kazakhstan KZ;0010 NN Pharma Belgium BE;0482 NN Ukraine LLC UA;0018 Oxford Research Centre GB;0004 NN South Africa ZA Purchasing;0039 NN Australia AU Purchasing;0058 Aldaph SPA DZ Purchasing;0095 NN Czech Rep. CZ Purchasing;0097 NN Israel IL Purchasing;0354 NN Serbia and Montenegro RS Purchasing;0355 NN Pharma Gulf AE Purchasing;0357 NN Pakistan PK Purchasing;0428 NN Panama S.A. PA Purchasing;0482 NN Ukraine LLC UA Purchasing;0058 Aldaph SPA Blida DZ;0058 Aldaph SPA Blida DZ Purchasing;0074 NN Pharmatech DK Purchasing;0081 NN Egypt EG Purchasing;0082 NN New Zealand NZ Purchasing;0423 NN Tunisie TN;0446 NN Research Centre Oxford GB;0463 NN Hrvatska Croatia HR;0463 NN Hrvatska Croatia HR Purchasing;0460 Novo Nordisk Vietnam VN;0462 NN Jordan JD;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing;0497 NN Manufacturing US;0490 Catalent Indiana US,Moody's supplier,Moody's supplier,am,DK43317644,Humaturity ApS,Active,2024-12-31,12,Go ahead,2024
MOODYS_HK0007446812-COUPA_1384694,1384694 - STA PHARMACEUTICAL HONG KONG LIMITE ,1384694,STA PHARMACEUTICAL HONG KONG LIMITE ,1384694,307576,1384694,STA PHARMACEUTICAL HONG KONG LIMITE ,2023-01-23 05:18:00,CYBK,2024-09-26 10:08:09,sftp_integration@coupa.com,Other Clinical Services,58217170,nancy_lei@wuxiapptec.com,Moody's supplier,Moody's supplier,Moody's supplier,Nancy,Lei,FLAT ROOM 826 8 F OCEAN CENTRE  HAR,Moody's supplier,HONG KONG,170,Moody's supplier,CN,58217170,CN,3-way,email,email,STA_Quotation@wuxiapptec.com,F030,F030 Invoice Date + 30 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0053 NNI US;0053 NNI US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,HK0007446812,STA Pharmaceutical Hong Kong Limited,Active,2024-12-31,12,Take caution,2024
MOODYS_DK10169291-COUPA_160363,160363 - AVISTA OIL DANMARK A/S ,160363,AVISTA OIL DANMARK A/S ,160363,364044,160363,AVISTA OIL DANMARK A/S ,2024-05-15 13:17:04,JKRJ,2024-05-23 05:08:31,sftp_integration@coupa.com,Waste Management,DK10169291,pj@avista-oil.dk,Moody's supplier,Moody's supplier,Moody's supplier,Peter,Jonsson,JUELSMINDEVEJ 18,Moody's supplier,KALUNDBORG,Moody's supplier,4400,DK,DK10169291,DK,3-way,email,email,bogholderi@avista-oil.dk,L030,L030 Current Month + 30 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DK10169291,Avista Oil Danmark A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_DK26366356-COUPA_162526,162526 - DSV AIR & SEA HOLDING A/S ,162526,DSV AIR & SEA HOLDING A/S ,162526,441168,162526,DSV AIR & SEA HOLDING A/S ,2025-03-27 16:38:23,TDAB,2025-04-03 08:05:24,sftp_integration@coupa.com,Air Transportation,DK26366356,mikkel.boettcher@dsv.com,Moody's supplier,Moody's supplier,Moody's supplier,Mikkel,Boettcher,HOVEDGADEN 630,Moody's supplier,HEDEHUSENE,Moody's supplier,2640,DK,DK26366356,DK,3-way,email,email,DK.SHA.Debitor1@dk.dsv.com,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DK26366356,DSV Air & Sea Holding A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_AT9050227540-COUPA_157699,157699 - SINGLE USE SUPPORT ,157699,SINGLE USE SUPPORT ,157699,308933,157699,SINGLE USE SUPPORT ,2023-02-06 18:42:55,SMSF,2025-11-28 09:07:23,sftp_integration@coupa.com,Other Laboratory Equipment,ATU70166624,b.moloney@susupport.com,Moody's supplier,Moody's supplier,Moody's supplier,Brian,Moloney,ENDACH 36,Moody's supplier,KUFSTEIN,Moody's supplier,6330,AT,ATU70166624,AT,3-way,email,email,office@susupport.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,AT9050227540,Single Use Support GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_AE0119814747-COUPA_1401570,1401570 - ELEVER EMS EVENTS AND EXHIBITION ORGANIZING LLC,1401570,ELEVER EMS EVENTS AND EXHIBITION ORGANIZING LLC,1401570,347152,1401570,ELEVER EMS EVENTS AND EXHIBITION ORGANIZING LLC,2024-01-16 11:11:30,SPZX,2025-12-02 10:48:12,sftp_integration@coupa.com,General Meeting Management,100307317600003,mohamed@elever-events.com,Moody's supplier,Moody's supplier,Moody's supplier,Mohamed,Ali,"209C, ACICO BUSINESS PARK",Moody's supplier,DUBAI,Moody's supplier,111306,AE,100307317600003,AE,3-way,email,email,Mohamed@elever-events.com,F030,F030 Invoice Date + 30 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0366 NN Lebanon LB;0478 NN Kazakhstan KZ;0452 NN Saudi Arabia LLC SA;0452 NN Saudi Arabia LLC SA Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,AE0119814747,Elever E M S Events and Exhibition Organizing L.L.C,Status unknown,2022-09-09,12,Take caution,2022
MOODYS_DE4250518985-COUPA_156659,156659 - EMPAC GMBH ,156659,EMPAC GMBH ,156659,288542,156659,EMPAC GMBH ,2022-09-09 10:04:46,MZXE,2025-12-18 09:08:53,sftp_integration@coupa.com,Primary Packaging,DE815346952,sophie.bruning@empac.de,Moody's supplier,Moody's supplier,Moody's supplier,Sophie,Bruning,HOLLEFELDSTRAßE 22,Moody's supplier,EMSDETTEN,Moody's supplier,48282,DE,DE815346952,DE,3-way,email,email,info@empac.de,F030,F030 Invoice Date + 30 days,CIP,CIP Carriage and insurance paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0074 NN Pharmatech DK;0074 NN Pharmatech DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE4250518985,EMPAC GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_DE6290188787-COUPA_1396009,1396009 - ACCENTURE GMBH ,1396009,ACCENTURE GMBH ,1396009,334951,1396009,ACCENTURE GMBH ,2023-09-05 07:36:52,LSPG,2026-01-27 11:08:30,sftp_integration@coupa.com,Graphics/Production,DE113826346,tobias.voege@accenture.com,Moody's supplier,Moody's supplier,Moody's supplier,Tobias,Vöge,CAMPUS KRONBERG 1,Moody's supplier,KRONBERG IM TAUNUS,Moody's supplier,61476,DE,DE113826346,DE,3-way,email,email,NovoNordisk_PMO@accenture.com,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0003 NN Pharma GmbH DE;0003 NN Pharma GmbH DE Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE6290188787,Accenture GmbH,Active,2025-12-31,12,Take caution,2025
MOODYS_NL74007157-COUPA_159400,159400 - SYNEXA LIFE SCIENCES GROUP BV ,159400,SYNEXA LIFE SCIENCES GROUP BV ,159400,344503,159400,SYNEXA LIFE SCIENCES GROUP BV ,2023-12-12 07:48:45,LNBD,2025-09-12 12:25:38,BVVK,Clinical Special Laboratory Services,NL859741230B01,TVenter@synexagroup.com,Moody's supplier,Moody's supplier,Moody's supplier,Tamlyn,Venter,LEIDEN BIO SCIENCE PARK,Moody's supplier,LEIDEN,Moody's supplier,2333 CS,NL,NL859741230B01,NL,3-way,email,email,FINANCE@SYNEXAGROUP.COM,F040,F040 Invoice Date + 40 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,NL74007157,Synexa Life Sciences B.V.,Active,2024-12-31,12,Take caution,2024
MOODYS_DE8330236158-COUPA_161734,161734 - DIGITAL SOLUTIONS AND RISK ENGINEER GMBH,161734,DIGITAL SOLUTIONS AND RISK ENGINEER GMBH,161734,407633,161734,DIGITAL SOLUTIONS AND RISK ENGINEER GMBH,2024-11-27 14:04:21,HSUC,2024-12-05 17:53:50,VCNS,SaaS (Software as a Service),DE208208048,Karl_Lawless@swissre.com,Moody's supplier,Moody's supplier,Moody's supplier,Karl,Lawless,ARABELLASTR. 30,Moody's supplier,MUNICH,Moody's supplier,81925,DE,DE208208048,DE,3-way,email,email,rds4c_billing@swissre.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE8330236158,Digital Solutions and Risk Engineering GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_DK25311566-COUPA_55443,55443 - DENSOU CREATECH GARAGE APS ,55443,DENSOU CREATECH GARAGE APS ,55443,247325,55443,DENSOU CREATECH GARAGE APS ,2021-11-30 09:40:56,FRVE,2025-12-16 12:52:59,sftp_integration@coupa.com,Marketing Consulting,DK25311566,anders@densou.dk,Moody's supplier,Moody's supplier,Moody's supplier,Anders,Elley,"BREDGADE 75, 3RD FLOOR",Moody's supplier,COPENHAGEN C,Moody's supplier,1260,DK,DK25311566,DK,3-way,email,email,INVOICE@DENSOU.DK,F030,F030 Invoice Date + 30 days,FOB,FOB Free on board,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0032 NN Italy IT;0083 NN Brazil BR;0088 NN India IN;0303 NN Mexico MX;0322 NN Health Care CH;0032 NN Italy IT Purchasing;0083 NN Brazil BR Purchasing;0088 NN India IN Purchasing;0303 NN Mexico MX Purchasing;0322 NN Health Care CH Purchasing,Moody's supplier,Moody's supplier,am,DK25311566,Densou Createch Garage ApS,Active,2024-12-31,12,Take caution,2024
MOODYS_DK43980270-COUPA_158229,158229 - TECAN DENMARK FILIAL AF TECAN NORDI SVERIGE,158229,TECAN DENMARK FILIAL AF TECAN NORDI SVERIGE,158229,325521,158229,TECAN DENMARK FILIAL AF TECAN NORDI SVERIGE,2023-05-29 15:23:03,HHKV,2025-12-29 09:45:11,sftp_integration@coupa.com,Service Contract (Lab. Equipment),DK43980270,jill.henriksson@tecan.com,Moody's supplier,Moody's supplier,Moody's supplier,Jill,Henriksson,LEJRVEJ 29,Moody's supplier,VÆRLØSE,Moody's supplier,3500,DK,DK43980270,DK,3-way,email,email,INFO-DK@TECAN.COM,F045,F045 Invoice Date + 45 days,Moody's supplier,Moody's supplier,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,other,DK43980270,"Tecan Denmark, Filial af Tecan Nordic AB, Sverige",Active,2025-12-31,12,Take caution,2025
MOODYS_DE3190489167-COUPA_1383760,1383760 - VILUA VITARTIS SERVICE GMBH ,1383760,VILUA VITARTIS SERVICE GMBH ,1383760,303525,1383760,VILUA VITARTIS SERVICE GMBH ,2022-12-20 05:38:02,ZPS,2025-09-25 13:09:21,MOBZ,Professional Services,DE357355453,s.boese@viluavitartis.de,Moody's supplier,Moody's supplier,Moody's supplier,Stefanie,Böse,GÜTZKOWER LANDSTRASSE 36-40,Moody's supplier,GREIFSWALD,Moody's supplier,17489,DE,DE357355453,DE,3-way,email,email,info@viluavitartis.de,0001,0001 Payable immediately Due net,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0003 NN Pharma GmbH DE;0003 NN Pharma GmbH DE Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE3190489167,Vilua Vitartis Service GmbH,Active,2023-12-31,12,Take caution,2023
